Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
Alex_H_CH4_Romance_p2_5fa074a7		(I cry in fear as the man starts throwing fists at Alex’s face, the sound of his skull thudding against the wall resounds in my ears.)	game/script_hong.rpy	491	"[what]"
Alex_H_CH4_Romance_p2_91ea27e8	you	No! Don’t do that, you’re going to kill him! Stop! I'm going to call the police!	game/script_hong.rpy	492	you "[what]"
Alex_H_CH4_Romance_p2_0fce5f51		(I grab my phone a dial 911 immediately, but the man only stops when a crowd of people gather to investigate the ruckes.)	game/script_hong.rpy	493	"[what]"
Alex_H_CH4_Romance_p2_a9b6657c		(As Alex H slumps to the floor, I quickly run to pull him up.)	game/script_hong.rpy	496	"[what]"
Alex_H_CH4_Romance_p2_5316bb6e	you	Alex! Alex are you alright? Stay with me!	game/script_hong.rpy	497	you "[what]"
Alex_H_CH4_Romance_p2_38ae92df	hong	It’s ok, as long as your alright [you].	game/script_hong.rpy	498	hong "[what]"
Alex_H_CH4_Romance_p2_6a84c734		(I lean Alex against the wall to keep his balance. As I'm about to go find a first aid kit, he stops me and musters up his remaining strength to gather me into his arms.)	game/script_hong.rpy	499	"[what]"
Alex_H_CH4_Romance_p2_57892fe2	you	Alex, what are you doing! I need to give you treatment!	game/script_hong.rpy	500	you "[what]"
Alex_H_CH4_Romance_p2_b38e548e	hong	It's alright... just let me rest for a while and I'll bring you home.	game/script_hong.rpy	501	hong "[what]"
Alex_H_CH4_Romance_p2_cf329545		(As he says that, he slowly closes his eyes while muttering something that I couldn't hear.)	game/script_hong.rpy	502	"[what]"
Alex_H_CH4_Romance_p2_3511480c	you	Alex? Alex! Wake up, the ambulance is almost here! You can't sleep yet!)	game/script_hong.rpy	503	you "[what]"
Alex_H_CH4_Romance_p2_4632d6a2		(But it was already too late. The next moment I grabbed his frail wrist but his pulse had already stopped.)	game/script_hong.rpy	504	"[what]"
Alex_H_CH4_Horror_6ef455c4	you	{i}Ughhh the movies are starting soon. I don’t know if I’ll survive this movie. I'm kind of scared.{i}	game/script_hong.rpy	515	you "[what]"
Alex_H_CH4_Horror_330d063a	hong	Your face looks pale, are you okay?	game/script_hong.rpy	516	hong "[what]"
Alex_H_CH4_Horror_ba80905b	you	I’m fine. I’m just a little nervous about watching a horror movie.	game/script_hong.rpy	517	you "[what]"
Alex_H_CH4_Horror_19481a2e	hong	If you’re not good with horror movies then why did you choose to watch one?	game/script_hong.rpy	518	hong "[what]"
Alex_H_CH4_Horror_d8947fb2	you	Well... you said you like horror movies, so I chose horror.	game/script_hong.rpy	519	you "[what]"
Alex_H_CH4_Horror_e802d278	hong	Alright, if you think it’s too much throughout then tell me.	game/script_hong.rpy	521	hong "[what]"
Alex_H_CH4_Horror_a12869c6	you	Ok...	game/script_hong.rpy	522	you "[what]"
Alex_H_CH4_Horror_b03b2ba3		(We walk into the movie theater, my stomach churns with anxiety.)	game/script_hong.rpy	523	"[what]"
Alex_H_CH4_Horror_60256f5a	you	Ah!	game/script_hong.rpy	527	you "[what]"
Alex_H_CH4_Horror_13f5a138		(I quickly cover my mouth in horror, afraid of both the mutated corpse on screen and of Alex H hearing my scream.)	game/script_hong.rpy	528	"[what]"
Alex_H_CH4_Horror_fce57a47		(Slowly, I feel a warm hand creep over mine and he intertwines our fingers.)	game/script_hong.rpy	529	"[what]"
Alex_H_CH4_Horror_65e99a40	hong	Don’t be scared, I’m right next to you. Focus on me instead.	game/script_hong.rpy	532	hong "[what]"
Alex_H_CH4_Horror_b72c822e		(Before I can react, his face is right in front of mine and our lips are touching.)	game/script_hong.rpy	534	"[what]"
Alex_H_CH4_Horror_f50e4770	you	Mmph-	game/script_hong.rpy	535	you "[what]"
Alex_H_CH4_Horror_c2222e76	hong	...	game/script_hong.rpy	536	hong "[what]"
Alex_H_CH4_Horror_bc53d786		(Unable to react in time, he eventually pulls away from me awkwardly. I can still feel his lingering warmth on my lips.)	game/script_hong.rpy	539	"[what]"
Alex_H_CH4_Horror_d1588b73	hong	Sorry...	game/script_hong.rpy	541	hong "[what]"
Alex_H_CH4_Horror_dae0ec55	you	...	game/script_hong.rpy	542	you "[what]"
Alex_H_CH4_Horror_89bdcea0		(He doesn't say anything more for the rest of the movie but our fingers are intertwined the whole time.)	game/script_hong.rpy	543	"[what]"
Alex_H_CH4_Horror_54e86341		(Unable to focus on the movie after that kiss, I think about him for the rest of the film just like he told me to.)	game/script_hong.rpy	544	"[what]"
Alex_H_CH4_Horror_75706c80		(After the movie, he leads me out, still holding onto my hand.)	game/script_hong.rpy	547	"[what]"
Alex_H_CH4_Horror_b54ae54c	hong	How was the rest of the movie?	game/script_hong.rpy	548	hong "[what]"
Alex_H_CH4_Horror_ad8c4159	you	It was fine...	game/script_hong.rpy	549	you "[what]"
Alex_H_CH4_Horror_dfc9d14b	you	{i}Because I was too busy thinking about you...{i}	game/script_hong.rpy	550	you "[what]"
Alex_H_CH4_Horror_01d46d41	hong	Mmm, that’s good then. It’s already late out. I’ll bring you home.	game/script_hong.rpy	551	hong "[what]"
Alex_H_CH4_Horror_179844db	you	We’re almost at my place. You can just drop me off here.	game/script_hong.rpy	555	you "[what]"
Alex_H_CH4_Horror_e5949efb	hong	No, it’s dangerous at night. I’ll bring you all the way back.	game/script_hong.rpy	556	hong "[what]"
Alex_H_CH4_Horror_a1c3ca08	you	{i}He’s kissed me already but he hasn’t even confessed. What are we?{i}	game/script_hong.rpy	557	you "[what]"
Alex_H_CH4_Horror_2487ea21	hong	Y-you know that day we met at the food court? I wasn’t hungry. I followed you into the food court because I wanted to see you. I li-	game/script_hong.rpy	559	hong "[what]"
Alex_H_CH4_Horror_5c1fc708	you	Oh no that’s my dads car! He’s home, I gotta go.	game/script_hong.rpy	560	you "[what]"
Alex_H_CH4_Horror_838b2f95	you	{i}Oh no I interrupted him. I hope he wasn’t saying anything too important.{i}	game/script_hong.rpy	562	you "[what]"
Alex_H_CH4_Horror_3c895bb0		(He finally lets go of my hand as my Dads car turns into the driveway.)	game/script_hong.rpy	563	"[what]"
Alex_H_CH4_Horror_79c69234	hong	Alright then, watching the movie was fun today, let’s go again some other time.	game/script_hong.rpy	564	hong "[what]"
Alex_H_CH4_Horror_ba2443f8		(He looks a little dissapointed as he watches me walk into my house.)	game/script_hong.rpy	565	"[what]"
Alex_H_CH5_p1_3c356ac6	you	{i}What was last night about? I don’t know if I’ll be able to face Alex properly today.{i}	game/script_hong.rpy	573	you "[what]"
Alex_H_CH5_p1_c6334cfe		(As I worried, Alex H takes a seat next to me in Calculus.)	game/script_hong.rpy	575	"[what]"
Alex_H_CH5_p1_777d6426	hong	Good morning [you].	game/script_hong.rpy	577	hong "[what]"
Alex_H_CH5_p1_488bcdc2	you	{i}He doesn’t sit here normally. Why’s he sitting here today? How am I gonna ignore him today if he sits here?{i}	game/script_hong.rpy	578	you "[what]"
Alex_H_CH5_p1_d4a42fad	you	Uhh Alex, someone else sits there...	game/script_hong.rpy	579	you "[what]"
Alex_H_CH5_p1_4c2e1e28	hong	Oh... I’ll move...	game/script_hong.rpy	580	hong "[what]"
Alex_H_CH5_p1_a391ef6a		(But instead of moving to another group of tables, he shifts to the seat across from me where no one sits.)	game/script_hong.rpy	581	"[what]"
Alex_H_CH5_p1_2a2a78ad	hong	Did you sleep well last night?	game/script_hong.rpy	583	hong "[what]"
Alex_H_CH5_p1_3fce6c7d	you	Y-yeah.	game/script_hong.rpy	584	you "[what]"
Alex_H_CH5_p1_b4737cb8	hong	Do you wanna go to the library with me afterschool.	game/script_hong.rpy	585	hong "[what]"
Alex_H_CH5_p1_201e4197	you	I’m busy...	game/script_hong.rpy	587	you "[what]"
Alex_H_CH5_p1_0d408991	you	{i}I’m too nervous to look him in the eye. I think I should stay away from him for the time being or else I’ll die from anxiety.{i}	game/script_hong.rpy	588	you "[what]"
Alex_H_CH5_p1_b855a003		(Seeing that my responses to him were minimal compared to my responses to others, he eventually stops talking to me and instead focuses on the limits worksheet that was handed out.)	game/script_hong.rpy	589	"[what]"
Alex_H_CH5_p1_07055e90		(For the next few days, I continued ignoring him. His text messages became more desperate as I avoided eye contact and any encounters with him.)	game/script_hong.rpy	591	"[what]"
Alex_H_CH5_p1_64d5cd8b		(One day during school, I spot him trudging through the hallways to his next class. His repeated efforts to grab my attention had failed so far, causing him great grief and anguish.)	game/script_hong.rpy	594	"[what]"
Alex_H_CH5_p1_abee6e18		(I overheard him talking with his friends, and it was clear my lack of presence was a tough blow to his usual calm and composed demeanor.)	game/script_hong.rpy	595	"[what]"
Alex_H_CH5_p1_7d4bfa7c	you	{i}I feel so bad for avoiding him. I should’ve talked with him right after, now he thinks it’s all his fault. I should really apologize, and try talking with him again.{i}	game/script_hong.rpy	596	you "[what]"
Alex_H_CH5_p1_1a405014		(I opened my phone to look at my chats with Alex H. "[you], are you free right now?" His last sent message still lingered fresh on my screen as I scrolled up to see what he’d sent over the past few days I’ve been ghosting him.)	game/script_hong.rpy	597	"[what]"
Alex_H_CH5_p1_6e297c74	you	{i}No...This will only make things more awkward. What was that during the movie? Was it an accident... or on purpose!?{i}	game/script_hong.rpy	598	you "[what]"
Alex_H_CH5_p1_680abf82		(My mind whizzes through the countless possibilities in my head. Some possible, mostly improbable.)	game/script_hong.rpy	599	"[what]"
Alex_H_CH5_p1_c414bdac	you	{i}Could it be... a confess- {i}	game/script_hong.rpy	600	you "[what]"
Alex_H_CH5_p1_f32d969c		(I snap myself back to reality. There is no way that could possibly be the reason. We just met each other, we’re mere friends. There’s no way he would fall for someone like me, right...right?)	game/script_hong.rpy	601	"[what]"
Alex_H_CH5_p1_2d9d9b33	you	{i}Argh, I need to think about this more before I talk to him. {i}	game/script_hong.rpy	602	you "[what]"
Alex_H_CH5_p1_4481ad54		(I carefully scurry through my remaining classes, avoiding him once more. Whenever I catch brief glimpses of him in the hallways, I see his deeply distraught expression, which spoils his otherwise attractive facial features.)	game/script_hong.rpy	605	"[what]"
Alex_H_CH5_p1_f55efffe		(His fierce eyes were as dark as night and his face unreadable, like he was trying desperately to save someone, yet could only watch as they drifted away from him.)	game/script_hong.rpy	606	"[what]"
Alex_H_CH5_p1_94e7def4	you	{i}I hope he’ll be alright...{i}	game/script_hong.rpy	607	you "[what]"
Alex_H_CH5_p1_a56a3c5b		(I sigh as I leave the school behind. Another day of the same classes. Another day of meeting the same people...)	game/script_hong.rpy	608	"[what]"
Alex_H_CH5_p1_5c8e7751		(And another day of meeting him.)	game/script_hong.rpy	609	"[what]"
Alex_H_CH5_p1_8b0810bc		(Alex B seemed to notice my anxiety throughout the past few days. Worried, they asked me about what had happened.)	game/script_hong.rpy	612	"[what]"
Alex_H_CH5_p1_3cdf4b71	bai	I think you need to confront him.	game/script_hong.rpy	613	bai "[what]"
Alex_H_CH5_p1_741fc0c5	you	Yeah, but that’d be really awkward... Also I’ve ignored Alex H for the past week, I can’t bring myself to face him yet.	game/script_hong.rpy	614	you "[what]"
Alex_H_CH5_p1_59b4d6d8	bai	It’s his fault. You should know that. Stop being apologetic over something that wasn’t your fault.	game/script_hong.rpy	615	bai "[what]"
Alex_H_CH5_p1_9e4c86a2	you	That’s true... but I’ve been ignoring him recently. I haven’t really given him a chance to talk...	game/script_hong.rpy	617	you "[what]"
Alex_H_CH5_p1_0c7ebfb8	bai	No, but if he was really apologetic, he would bust down the doors and shout out his apology with a loudspeaker. The reason he’s hesitant is because he DOESN’T MEAN IT.	game/script_hong.rpy	618	bai "[what]"
Alex_H_CH5_p1_46acfd30	you	Alright, alright, lets not go there. I’m sure Alex H does feel guilty about this, and didn’t have bad intentions back then...	game/script_hong.rpy	619	you "[what]"
Alex_H_CH5_p1_e90a4b95	bai	IT DOESN’T MATTER! HE’S SHOWN HE’S WILLING TO TAKE ADVANTAGE OF [you]! IT DOESN’T MATTER IF HE HAS GOOD OR BAD INTENTIONS.	game/script_hong.rpy	621	bai "[what]"
Alex_H_CH5_p1_c8b488c3	you	I know Alex H is a good person at heart, and I’m sure he means no harm, but his... his kiss really caught me off guard. I really don’t know how to respond.	game/script_hong.rpy	622	you "[what]"
Alex_H_CH5_p1_ee971358	bai	Well, may I get something clear first?	game/script_hong.rpy	624	bai "[what]"
Alex_H_CH5_p1_a7fb15eb	bai	Do you like him, perchance?	game/script_hong.rpy	625	bai "[what]"
Alex_H_CH5_p1_e2c7bec8	you	{i}I felt my face immediately turn red at the thought. Flustered and caught off guard, I stuttered.{i}	game/script_hong.rpy	626	you "[what]"
Alex_H_CH5_p1_4460430c	you	Well...I...	game/script_hong.rpy	627	you "[what]"
Alex_H_CH5_p1_0ad66ca9	bai	C’mon, spit it out. We don’t got all day.	game/script_hong.rpy	628	bai "[what]"
Alex_H_CH5_p2_7bb7b2a3	bai	More than a friend?	game/script_hong.rpy	641	bai "[what]"
Alex_H_CH5_p2_c0774b05	you	Yeah... I do like Alex H in a romantic way.	game/script_hong.rpy	642	you "[what]"
Alex_H_CH5_p2_fa341933	you	I should clear up any misunderstandings. I was taken aback by him last time, but I want to talk to him, and get to know his true intentions.	game/script_hong.rpy	643	you "[what]"
Alex_H_CH5_p2_9daf95b0	shadow_hong	[you]!	game/script_hong.rpy	646	shadow_hong "[what]"
Alex_H_CH5_p2_b8977002		(A voice calls you from a distance. As I turn back, I spot a small figure running towards you. As the figure grows bigger, I notice the distinct features of one I’d fallen in love with.)	game/script_hong.rpy	649	"[what]"
Alex_H_CH5_p2_660e54ce	bai	Oh for fricks sake!	game/script_hong.rpy	652	bai "[what]"
Alex_H_CH5_p2_a39c85f9	hong	[you]! I’ve been so worried about you! You haven’t replied to my texts and you have been ignoring me whenever I try talking to you. Are you okay?	game/script_hong.rpy	653	hong "[what]"
Alex_H_CH5_p2_3094ba1b		(His genuine concern for me only makes me more ashamed of myself.)	game/script_hong.rpy	658	"[what]"
Alex_H_CH5_p2_c4e73649	you	{i}Why didn’t I just listen to him? Now I made him worry.{i}	game/script_hong.rpy	659	you "[what]"
Alex_H_CH5_p2_c029c1d4		(Too afraid to meet his gaze, I could only stare down at the cold, dark ground, not saying a word. It felt like hours before he finally broke the awkward silence.)	game/script_hong.rpy	660	"[what]"
Alex_H_CH5_p2_fb871705	hong	[you]... sorry about the incident.	game/script_hong.rpy	661	hong "[what]"
Alex_H_CH5_p2_e8878cf1	you	It’s fine, don’t worry about it.	game/script_hong.rpy	662	you "[what]"
Alex_H_CH5_p2_6d62ccbe	hong	Do you... hate me?	game/script_hong.rpy	663	hong "[what]"
Alex_H_CH5_p2_3a223319	you	I... I don’t.	game/script_hong.rpy	664	you "[what]"
Alex_H_CH5_p2_e39db6ee		(An uncomfortable silence ensues. I gathered the courage to look up, and was instantly met with Alex’s pleading gaze.)	game/script_hong.rpy	665	"[what]"
Alex_H_CH5_p2_f7348816	you	I think... you’re really cool, sweet, and smart.	game/script_hong.rpy	667	you "[what]"
Alex_H_CH5_p2_ae67a7c5		(I’ve never actually fallen for someone before and I felt my head get hotter and hotter with each passing second.)	game/script_hong.rpy	668	"[what]"
Alex_H_CH5_p2_c8c97151	you	But since, you know, the, uh-{i}incident{i}-my thoughts have been such a mess. I haven’t known you for long, but when I see you—my heart beats so fast.	game/script_hong.rpy	669	you "[what]"
Alex_H_CH5_p2_f3f66d13		(Upon realizing what I just said, I immediately shut my mouth, praying that he didn’t hear. As I feared, Alex H’s uneasiness had vanished, and what remained was a small, satisfied smile.)	game/script_hong.rpy	671	"[what]"
Alex_H_CH5_p2_6ba92276	hong	So... will you follow me? I have something I want to show you.	game/script_hong.rpy	672	hong "[what]"
Alex_H_CH5_p2_5296c2a5		(Following his request, I noticed his face reverting back to an unreadable expression. While I spotted hints of nervousness, there was also an uncharacteristic desire within him that made his request hard to pass on.)	game/script_hong.rpy	673	"[what]"
Alex_H_CH5_p2_af99f570	you	Sure, I'll follow you.	game/script_hong.rpy	674	you "[what]"
hong_neutral_dce90e1b	bai	Exactly! You should hate him!	game/script_hong.rpy	683	bai "[what]"
hong_neutral_94598344	bai	Kaichou acts like he’s good at everything but in fact he’s just a socially impaired human shell with no heart.	game/script_hong.rpy	684	bai "[what]"
hong_neutral_b9b307e6	bai	You shouldn’t bother with him anymore or else he’ll just cause you more grief.	game/script_hong.rpy	685	bai "[what]"
hong_neutral_e53525c1		{i}He looks psychotic... I thought he was on good terms with Alex H...{i}	game/script_hong.rpy	686	"[what]"
hong_neutral_4a80fe22		(Listening to Alex B, I decided to just leave things be and end my relationship with Alex H.)	game/script_hong.rpy	688	"[what]"
hong_neutral_b1d25592		(A few days later there was an email sent to every Moscrop family. It said that Alex H had committed suicide from jumping off the school building.)	game/script_hong.rpy	690	"[what]"
hong_neutral_1625d230		(The reason as to why he jumped was unknown.)	game/script_hong.rpy	691	"[what]"
hong_neutral_a4123ac2		(The whole school mourned the loss of him and I couldn't help but wonder whether part of his death was because of me.)	game/script_hong.rpy	692	"[what]"
Alex_H_ch6_p1_23b05e3c		(Alex H took me to the music room, where our presence was shared by only a single piano in all its glory, amidst a cold, lonely space. Alex sat down in front of the piano, then beckoned me to sit beside him.)	game/script_hong.rpy	710	"[what]"
Alex_H_ch6_p1_537500b6		(Without any further delay, he started playing. Years of hard work has made him masterful of the skill, as his fingers moved tenderly along the tiles of the piano, producing a majestic, rhythm.)	game/script_hong.rpy	711	"[what]"
Alex_H_ch6_p1_8756e0fa	you	Wow...	game/script_hong.rpy	712	you "[what]"
Alex_H_ch6_p1_b153475a		(His hands gently caresses the keyboard, producing a soothing tone rivaling that of a nightingale’s, and entrancing those fortunate enough to witness it. Without another thought, I inch closer to him.)	game/script_hong.rpy	713	"[what]"
Alex_H_ch6_p1_727f5bdc		(As he plays, the experiences shared between us dance in my mind. Although the time spent together has been short, it has been filled with such wonderful memories.)	game/script_hong.rpy	714	"[what]"
Alex_H_ch6_p1_b774753b		(He has been the center of helping me adapt and transition to this new environment.)	game/script_hong.rpy	715	"[what]"
Alex_H_ch6_p1_75f1d43f		(Looking back at him, he has maintained his cool composure and is still very concentrated in his playing.)	game/script_hong.rpy	716	"[what]"
Alex_H_ch6_p1_5e4769ec	you	After all, it’s this air of calmness and charming charisma that attracts others like a magnet.	game/script_hong.rpy	717	you "[what]"
Alex_H_ch6_p1_90dced4c		And thats why I don’t want to lose him.	game/script_hong.rpy	718	"[what]"
Alex_H_ch6_p1_db8fad28		(Without second thoughts I lean my head against him and hold him tightly while doing so. Alex, though surprised at first, quickly regains his concentration as he continues into the ending stretches of his masterpiece.)	game/script_hong.rpy	721	"[what]"
Alex_H_ch6_p1_7b3daddd		(As the song nears its end, I rise from my seat, and whisper in his ear.)	game/script_hong.rpy	722	"[what]"
Alex_H_ch6_p1_fb7a2ebd	you	I love you.	game/script_hong.rpy	723	you "[what]"
Alex_H_ch6_p1_fe3db8af		(Alex H plays the final notes of the song, and instantly an air of silence surrounds us once more.)	game/script_hong.rpy	724	"[what]"
Alex_H_ch6_p1_30521e0f		(Before I could comment on his playing, he leaned in and kissed me. Although surprised by his boldness, I close my eyes and fully embrace him.)	game/script_hong.rpy	725	"[what]"
Alex_H_ch6_p1_d5c307a2		The few seconds of ecstasy seem to last a lifetime, as we were alone in an empty room, sharing our moment. After a while, Alex H departs his lips and grabs my shoulders, forcing me to stare into his jet black eyes.)	game/script_hong.rpy	726	"[what]"
Alex_H_ch6_p1_b8250c4d	hong	[you], I love you too.	game/script_hong.rpy	727	hong "[what]"
Alex_H_ch6_p1_a2a5da20		(A flurry of emotions floods through me, and I find myself at a loss for words.)	game/script_hong.rpy	730	"[what]"
Alex_H_ch6_p1_ae4cae22		(He looks at me and I look back at him. Not knowing what to do next, he grins at me.)	game/script_hong.rpy	731	"[what]"
Alex_H_ch6_p1_f3358b68		(What seemed like eternity was interrupted by a quiet but noticeable beep coming from his phone.)	game/script_hong.rpy	732	"[what]"
Alex_H_ch6_p1_a24dafb0	hong	Someone texted me.	game/script_hong.rpy	734	hong "[what]"
Alex_H_ch6_p1_541a2164		(He reaches across to grab his phone. After opening up the message, I notice his face growing increasingly pale.)	game/script_hong.rpy	736	"[what]"
Alex_H_ch6_p1_9fe78b98	hong	Sorry [you] something just came up. I’ll see you later.	game/script_hong.rpy	738	hong "[what]"
Alex_H_ch6_p1_d4a20537		(Just like that, Alex hastily walked over to the door and left the room, leaving me alone in my vivid fantasies.)	game/script_hong.rpy	739	"[what]"
Alex_H_ch6_p1_525fa4e0	you	I hope he’s all right.	game/script_hong.rpy	740	you "[what]"
Alex_H_CH7_fbc991bd		(The next morning I wake up as normal, albeit a bit flustered from yesterday)	game/script_hong.rpy	750	"[what]"
Alex_H_CH7_a9de27e3	you	Wait so... the kiss. He actually likes me?	game/script_hong.rpy	751	you "[what]"
Alex_H_CH7_69002f1f		(And like that, my mind went into turmoil.)	game/script_hong.rpy	752	"[what]"
Alex_H_CH7_7523aaf0	you	Wait so that first kiss at the movies...did he like me then? Or was I delusional? Does this mean he fell in love with me before I did? OMG so many questions I gotta ask him now!	game/script_hong.rpy	753	you "[what]"
Alex_H_CH7_473a97f9		(I grab my phone and begin texting him, hoping to get a response as soon as possible. When satisfied with my text message, I press the SEND button.)	game/script_hong.rpy	754	"[what]"
Alex_H_CH7_5c527c8f	you	Oh c’mon you’re like a dinosaur, respond already!!!	game/script_hong.rpy	755	you "[what]"
Alex_H_CH7_0010a92b		(Hoping to make time pass faster, I begin rolling around on the bed, anxiously yet excitedly waiting for his response.)	game/script_hong.rpy	756	"[what]"
Alex_H_CH7_bcb38f39		(After an hour, that response never came, and I was there, lying on my bed like an idiot.)	game/script_hong.rpy	757	"[what]"
Alex_H_CH7_428f1802	you	Man that guy replies slow... maybe he didn’t notice? If I send him a more heartfelt message, would he respond?	game/script_hong.rpy	758	you "[what]"
Alex_H_CH7_80b72b13	you	I wonder if he’s as flustered as me... what if he’s thinking about what to say? Maybe I’ll remind hi-	game/script_hong.rpy	759	you "[what]"
Alex_H_CH7_43f37ee1		(My thought digression was abruptly interrupted by a phone call from an unknown caller. I answered the call).	game/script_hong.rpy	760	"[what]"
Alex_H_CH7_3d844252	you	Hello?	game/script_hong.rpy	761	you "[what]"
Alex_H_CH7_099cd230	shadow_bai	Hey is this [you]?	game/script_hong.rpy	763	shadow_bai "[what]"
Alex_H_CH7_29084332		(A filtered voice sounds from inside the phone.)	game/script_hong.rpy	764	"[what]"
Alex_H_CH7_bd492761	you	Yes... why?	game/script_hong.rpy	765	you "[what]"
Alex_H_CH7_1b836a71	shadow_bai	Your beloved kaichou is about to die.	game/script_hong.rpy	766	shadow_bai "[what]"
Alex_H_CH7_c90675bd	you	Huh?	game/script_hong.rpy	767	you "[what]"
Alex_H_CH7_bad291ec	shadow_bai	Go to Moscrop.	game/script_hong.rpy	768	shadow_bai "[what]"
Alex_H_CH7_7766a367		{i}BEEEEEEEEP{i}	game/script_hong.rpy	770	"[what]"
Alex_H_CH7_55a52074		(The unknown caller hangs up leaving my mind a mess.)	game/script_hong.rpy	771	"[what]"
Alex_H_CH7_84aa714a	you	{i}Did something bad happen to Alex?{i}	game/script_hong.rpy	772	you "[what]"
Alex_H_CH7_e614228e		(At that thought, I slam the phone down and run out the front door)	game/script_hong.rpy	773	"[what]"
Alex_H_CH7_3c4455c2		(When I get there, all seems calm. However, I notice someone running towards me. It was Lucas.)	game/script_hong.rpy	776	"[what]"
Alex_H_CH7_1f02865e	you	Why would Lucas be at school on a Saturday morning? Isn’t he usually slumbering until 3pm?	game/script_hong.rpy	779	you "[what]"
Alex_H_CH7_8dcc5cb3		(Lucas arrived in front of me, took a few moments to catch his breath.)	game/script_hong.rpy	780	"[what]"
Alex_H_CH7_34cde7e0	lucas	[you]! Thank goodness you’re here! Alex H needs you right now! He told me he's going to jump this morning. You’re his only hope!	game/script_hong.rpy	781	lucas "[what]"
Alex_H_CH7_4f53c5c0	you	Oh okay, where is he?	game/script_hong.rpy	782	you "[what]"
Alex_H_CH7_2dafd6b3	lucas	On the top of the building.	game/script_hong.rpy	784	lucas "[what]"
Alex_H_CH7_8c9efb46	you	Oh no!	game/script_hong.rpy	785	you "[what]"
Alex_H_CH7_b2aa12d5		(I instinctively run up the flight of stairs to the third floor. Although new to the school, I recall Alex H telling me about a secret passage to the top of the school. It should be... here!)	game/script_hong.rpy	787	"[what]"
Alex_H_CH7_e3d7f633		(I find the ladder in the janitor’s room that leads to a trapdoor opening to the roof of the building. Urgently yet carefully, I climbed up the wooden steps of the ladder.)	game/script_hong.rpy	788	"[what]"
Alex_H_CH7_d459e785		(The opened trapdoor, revealed the clear blue sky, as well as the silhouette of a familiar person near the edge.)	game/script_hong.rpy	791	"[what]"
Alex_H_CH7_188b18ff	you	ALEX H!? ALEX H!? IS THAT YOU?	game/script_hong.rpy	792	you "[what]"
Alex_H_CH7_c0daf96a		(Alex looks back at me, half surprised yet half relieved. His long, disheveled hair covered his face, and his heart appeared to be distant.)	game/script_hong.rpy	795	"[what]"
Alex_H_CH7_1dc70bb2	hong	[you]! You’re here! You’re just about to witness the climax! I’m so glad you have a front seat to my epic conclusion!	game/script_hong.rpy	796	hong "[what]"
Alex_H_CH7_59cdd0a7	you	Alex! Don’t do it! What happened!?	game/script_hong.rpy	797	you "[what]"
Alex_H_CH7_016f3ee0	hong	Why? Oh that’s not important anymore? Now that you’re here, why don’t you take a seat! I was afraid I was going to start the show without you!	game/script_hong.rpy	798	hong "[what]"
Alex_H_CH7_d9e317af		(I slowly make my way towards him, step by step to try and distract him)	game/script_hong.rpy	799	"[what]"
Alex_H_CH7_4170c681	you	Come back to us! We can talk this out!	game/script_hong.rpy	800	you "[what]"
Alex_H_CH7_f4daa641		(I continue to make progress towards him, the distance between us now halved. Alex H, however, didn’t seem to reconsider.)	game/script_hong.rpy	801	"[what]"
Alex_H_CH7_33f8a9d4	hong	Sorry, I didn’t come up here just for you to talk me out of this today.	game/script_hong.rpy	802	hong "[what]"
Alex_H_CH7_53fe12a1		(He then lowers his tone and his lashes droop.)	game/script_hong.rpy	804	"[what]"
Alex_H_CH7_8d9a84e1	hong	I also apologize for what I’ve done with you in the past few weeks. I shouldn’t have spent so much time with you. Now, because of my selfish actions, you’re going to suffer once I’m gone.	game/script_hong.rpy	805	hong "[what]"
Alex_H_CH7_ce31ca8a	you	Then don’t go! Come back to me! I’ll help you with whatever you need! Don’t leave us! Don’t leave me!	game/script_hong.rpy	806	you "[what]"
Alex_H_CH7_20a63ac6		(Now within arms reach of Alex H, I try to grab him. However, I'm one step behind. He had completely tuned and was now one step over the edge.)	game/script_hong.rpy	807	"[what]"
Alex_H_CH7_6cb560c0	hong	Alas, I can finally rest in peace.	game/script_hong.rpy	808	hong "[what]"
Alex_H_CH7_37306fc2		(Summoning all my strength I desperately charge forward and grab Alex H. He regains his balance on the roof, and turns to face me.)	game/script_hong.rpy	809	"[what]"
Alex_H_CH7_40a844ff	you	Please don’t go! I don’t think I can live without you! Stay with me!	game/script_hong.rpy	810	you "[what]"
Alex_H_CH7_ba2bbd48	hong	So, you can’t live without me?	game/script_hong.rpy	813	hong "[what]"
Alex_H_CH7_1d8b6992	you	Uh huh.	game/script_hong.rpy	814	you "[what]"
Alex_H_CH7_df93d73f		(I nod desperately, pleading for him to listen to me.)	game/script_hong.rpy	815	"[what]"
Alex_H_CH7_d5911213	hong	Alright. Commit double suicide with me.	game/script_hong.rpy	817	hong "[what]"
Alex_H_CH7_8e8891bb		(I was shocked by his proposal.)	game/script_hong.rpy	818	"[what]"
Alex_H_CH7_de6e335d		(Bewildered by his suggestion, I stood in front of him motionless. However, he grabs my arm a drags me to the edge with him.)	game/script_hong.rpy	819	"[what]"
Alex_H_CH7_91a75507		(I tried to resist my doom, yet was powerless to stop him.)	game/script_hong.rpy	820	"[what]"
Alex_H_CH7_f5def2df	you	{i}When did Alex get this strength?!{i}	game/script_hong.rpy	821	you "[what]"
